id;id_2;nct_id;any paper (0=no paper, 1=article, 2=non-publication equivalent like abstract or poster);publication found (1=linked in registry, 2=google search - trial number, 3=google search - PI + intervention, 4=google, either via trial number or search terms);pmid;publication date (only fill in if no PMID available);comments from doublecheck;last_update_submitted_date;registration_date;summary_results_date;study_type;phase;enrollment;recruitment_status;title;start_date;completion_date;primary_completion_date;has_summary_results;allocation;masking;main_sponsor;is_multicentric;principal_investigator_1;principal_investigator_2;principal_investigator_3;study_chair_1;study_chair_2;study_director_1;study_director_2;unspecified_official;sub_investigator;registration_year;start_year;completion_year;primary_completion_year;affiliation;initial doublecheck (1=yes);main sample rater
355;405;NCT02438878;2;3;https://www.bcm.edu/sites/default/files/2014/cc/heinig-uc-davis-abstract-press-release.pdf;;;25.09.2018;06.05.2015;NA;Interventional;Not Applicable;423;Completed;Supporting Baby Behavior Through Pediatric Offices;2015-03-01T00:00:00Z;2017-02-16T00:00:00Z;2016-12-07T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2017;2016;UCD;;Samruddhi
687;350;NCT02001064;2;3;https://www.researchgate.net/publication/335313774_Pilot_Randomized_Controlled_Trial_of_Care4TodayR_Mobile_Health_Manager_for_Improving_Antiretroviral_Adherence_among_Persons_Living_with_HIV;14.10.2016;;08.07.2021;27.11.2013;03.06.2021;Interventional;Not Applicable;60;Completed;Care4Today v2.0 Application for Improving Adherence to HIV Medications;2013-10-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCSD;;Emmanuel
659;269;NCT01505179;2;3;https://www.sciencedirect.com/science/article/pii/S1071916415005084?via%3Dihub ;01.08.2016;Behind paywall, cannot access and confirm(scihub fail);09.01.2020;08.12.2011;05.06.2019;Interventional;Not Applicable;10;Completed;The Effects of Ranolazine on Exercise Capacity in Patients With Heart Failure With Preserved Ejection Fraction;2011-02-01T00:00:00Z;2015-01-01T00:00:00Z;2014-12-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2014;UCSD;;Samruddhi
378;36;NCT01313923;0;;;;;08.05.2017;10.03.2011;17.12.2014;Interventional;Early Phase 1;3;Terminated;Evaluating Sirolimus to Treat Autoimmune Blistering Dermatosis Pemphigus;2011-02-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;UCI;;Emmanuel
625;55;NCT01510756;0;;;;terminated early;16.12.2015;11.01.2012;21.08.2015;Interventional;Phase 2;4;Terminated;Sorafenib for the Treatment of Chronic Lymphocytic Leukemia (CLL);2011-12-01T00:00:00Z;2014-12-01T00:00:00Z;2014-05-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;UCSD Medical Center;NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2014;2014;UCSD;;Emmanuel
626;58;NCT01838499;0;;;;industry sponsored trial;21.07.2016;19.04.2013;13.10.2015;Interventional;Phase 2;224;Terminated;Assessment of the Safety, Tolerability and Efficacy of MEDI8968 in Subjects With Moderate to Severe Hidradenitis Suppurativa;2013-05-01T00:00:00Z;2014-10-01T00:00:00Z;2014-10-01T00:00:00Z;TRUE;Randomized;Quadruple;INDUSTRY;TRUE;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;UCSD;;Emmanuel
443;79;NCT00777049;0;;;;;14.07.2016;21.10.2008;26.05.2016;Interventional;Phase 2;54;Completed;Study of Panobinostat Monotherapy in Women With HER2-negative Locally Recurrent or Metastatic Breast Cancer;2009-02-01T00:00:00Z;2015-04-01T00:00:00Z;2015-04-01T00:00:00Z;TRUE;Non-Randomized;None (Open Label);OTHER;FALSE;NA;NA;NA;University of California, Los Angeles;NA;NA;NA;NA;NA;2008;2009;2015;2015;UCLA;;Emmanuel
283;125;NCT01673828;0;;;;;25.05.2017;20.08.2012;20.03.2017;Interventional;Phase 2;13;Completed;Allopregnanolone for the Treatment of Traumatic Brain Injury;2013-04-01T00:00:00Z;2016-07-01T00:00:00Z;2015-05-01T00:00:00Z;TRUE;Randomized;Quadruple;OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;University of California, Davis;NA;NA;NA;2012;2013;2016;2015;UCD;;Emmanuel
390;142;NCT00915031;0;;;;here I find papers in the main investigators name about the same subject but no mention of nctid or a match in sample size for that matter (i.e. 19698020). ;06.03.2019;03.06.2009;22.05.2017;Interventional;Not Applicable;738;Completed;Use of Hypothermia During Robotic Prostatectomy;2009-08-01T00:00:00Z;2015-06-01T00:00:00Z;2015-06-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;University of California, Irvine;NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2015;UCI;;Emmanuel
302;297;NCT01110174;0;;;;;13.11.2019;22.04.2010;24.10.2019;Interventional;Not Applicable;8;Completed;Assessing Response to Neoadjuvant Chemotherapy With HD PET/CT, Serum Glycomic Markers and Tissue Muc-1 Isoforms;2010-03-01T00:00:00Z;2016-03-01T00:00:00Z;2016-03-01T00:00:00Z;TRUE;NA;None (Open Label);OTHER;FALSE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2016;2016;UCD;;Emmanuel
683;314;NCT02495883;0;;;;;01.12.2020;26.09.2013;27.05.2020;Interventional;Phase 4;56;Completed;Functional Imaging of Tremor Circuits and Mechanisms of Treatment Response;2013-12-01T00:00:00Z;2017-04-01T00:00:00Z;2017-04-01T00:00:00Z;TRUE;Randomized;None (Open Label);OTHER;FALSE;UCSD;NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2017;2017;UCSD;;Emmanuel
366;414;NCT03002883;0;;;;;29.03.2017;19.12.2016;NA;Interventional;Not Applicable;113;Completed;STAND Community College Tobacco Cessation Trial;2014-09-01T00:00:00Z;2016-06-01T00:00:00Z;2016-06-01T00:00:00Z;FALSE;Randomized;None (Open Label);OTHER;TRUE;University of California, Davis;NA;NA;NA;NA;NA;NA;NA;NA;2016;2014;2016;2016;UCD;;Emmanuel
513;444;NCT01002417;0;;;;;01.03.2015;25.10.2009;NA;Interventional;Phase 2/Phase 3;274;Completed;MCS in the Treatment of Lower Urinary Tract Symptoms;2010-07-01T00:00:00Z;2014-02-01T00:00:00Z;2014-02-01T00:00:00Z;FALSE;Randomized;Quadruple;INDUSTRY;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2009;2010;2014;2014;UCLA;;Emmanuel
520;451;NCT01122329;0;;;;;19.03.2015;11.05.2010;NA;Interventional;Phase 4;17;Completed;A Positron Emission Tomography (PET) Study Evaluating Brain Metabolism of a Medical Food in Alzheimer's Disease;2010-10-01T00:00:00Z;2015-01-01T00:00:00Z;2015-01-01T00:00:00Z;FALSE;Randomized;Quadruple;OTHER;TRUE;Mary S. Easton Center for Alzheimer's Disease Research at UCLA;NA;NA;"Mary S. Easton Center for Alzheimer's Disease Research at UCLA; UCLA Department of Molecular and Medical Pharmacology";NA;NA;NA;NA;NA;2010;2010;2015;2015;UCLA;;Emmanuel
522;453;NCT01219647;0;;;;;05.12.2014;08.10.2010;NA;Interventional;Phase 1/Phase 2;35;Completed;Exercise as a Strategy to Treat Cognitive Dysfunction in Persons With Multiple Sclerosis;2010-07-01T00:00:00Z;2014-08-01T00:00:00Z;2014-08-01T00:00:00Z;FALSE;Randomized;Single;OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2014;2014;UCLA;;Emmanuel
529;460;NCT01391949;0;;;;;29.04.2019;11.07.2011;NA;Interventional;Phase 2/Phase 3;1;Terminated;Pedaling Exercises for Disability and Activity Limitations;2011-07-01T00:00:00Z;2015-06-01T00:00:00Z;2015-06-01T00:00:00Z;FALSE;Randomized;Double;OTHER;FALSE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2015;2015;UCLA;;Emmanuel
550;479;NCT01724047;0;;;;;22.09.2014;05.11.2012;NA;Interventional;Not Applicable;250;Completed;Autism Intervention Research Network for Behavioral Health (AIR-B II): Deployment Into Elementary Schools;2012-11-01T00:00:00Z;2014-06-01T00:00:00Z;2014-06-01T00:00:00Z;FALSE;Randomized;Double;FED;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;UCLA;;Emmanuel
551;480;NCT01751698;0;;;; there are two papers written close to the date of registration (which was 2012): 22744141 and 22490620. But neither report nctid and neither have a matching sample size to the estimated sample size of 192. I don?t feel confident enough to add them as publications.;09.10.2018;14.12.2012;NA;Interventional;Not Applicable;192;Completed;Adaptive Interventions for Minimally Verbal Children With ASD in the Community;2013-01-01T00:00:00Z;2017-12-01T00:00:00Z;2017-06-01T00:00:00Z;FALSE;Randomized;Single;OTHER;TRUE;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2017;2017;UCLA;;Emmanuel
